"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-5815A22B14C8","WHITEPAPER.md","1415","20.2 Freshness Model","Freshness 'Fresh': Condition = staleness <= max_staleness; Behavior = Serve from cache.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-1A867374DEE3","WHITEPAPER.md","1416","20.2 Freshness Model","Freshness 'Stale': Condition = staleness > max_staleness; Behavior = Serve with warning W010, trigger async refresh.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","These freshness warning codes are absent from SPEC.md and contextql/errors.py; the current contract uses W100 for stale and W101 for failed refresh.","high","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-3FCC4C832E5F","WHITEPAPER.md","1417","20.2 Freshness Model","Freshness 'Very stale': Condition = staleness > 2 * max_staleness; Behavior = Serve with warning W012; force sync refresh if strict_freshness = true.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","These freshness warning codes are absent from SPEC.md and contextql/errors.py; the current contract uses W100 for stale and W101 for failed refresh.","high","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-775BFE311D18","WHITEPAPER.md","1421","20.3 DAG-Consistent Snapshots","When a query references contexts sharing a dependency chain, the query's snapshot timestamp establishes a consistent cut across the version history.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-8DF1B47C2B87","WHITEPAPER.md","1421","20.3 DAG-Consistent Snapshots","If context B depends on A, the query sees a version of B computed from the same or newer version of A.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-9B44A1743052","WHITEPAPER.md","1421","20.3 DAG-Consistent Snapshots","Version mismatches between B's stored version and the visible A version emit informational warning W013.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","W013 exists as a decision in DECISIONS.md:410-419 but is absent from SPEC.md and the implementation registry.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-690C5AB2B4E2","WHITEPAPER.md","1429","21.1 Scheduling Strategies","Context Ops supports four scheduling strategies per-context:","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-476EA59477B8","WHITEPAPER.md","1431","21.1 Scheduling Strategies","Time-based (cron): WITH (refresh_schedule = 'every 5 minutes') or standard cron expressions.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-4593A4569EF1","WHITEPAPER.md","1433","21.1 Scheduling Strategies","Change-driven (CDC): Triggered when the underlying source table changes.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-6FA136A16D62","WHITEPAPER.md","1433","21.1 Scheduling Strategies","Implemented via adapter notification mechanisms (DuckDB WAL polling, Polars file watches, external triggers).","maturity-status","execution-optimization","architecture claim; maturity not stated locally","descriptive assertion","implementation artifact plus executable acceptance test or release record","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-2963E1AC0215","WHITEPAPER.md","1435","21.1 Scheduling Strategies","Demand-based: Triggered when a query references a stale context.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-75114E323D09","WHITEPAPER.md","1435","21.1 Scheduling Strategies","The query waits for evaluation to complete, subject to the evaluation timeout.","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-CCB84F966D0F","WHITEPAPER.md","1437","21.1 Scheduling Strategies","Hybrid: Combines cron with demand-based as fallback.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-F06A7302B49B","WHITEPAPER.md","1437","21.1 Scheduling Strategies","Cron ensures periodic freshness; demand ensures the context is always available.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-6F21D6497815","WHITEPAPER.md","1441","21.2 Incremental Context Maintenance","For contexts with append-only source data (e.g., event logs), incremental maintenance avoids full re-evaluation:","behavior-semantics","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-512C406311A4","WHITEPAPER.md","1443","21.2 Incremental Context Maintenance","Track a high-water mark (last processed timestamp or row ID).","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-C3AC3AB24B9A","WHITEPAPER.md","1444","21.2 Incremental Context Maintenance","Query only rows newer than the high-water mark.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-997148140695","WHITEPAPER.md","1445","21.2 Incremental Context Maintenance","Add new entity IDs to the existing bitmap (OR operation).","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-BAA77FCE1100","WHITEPAPER.md","1446","21.2 Incremental Context Maintenance","Update scores for new and existing entities.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-264F8C80B986","WHITEPAPER.md","1448","21.2 Incremental Context Maintenance","The scheduling and orchestration of incremental versus full refresh is owned by Context Ops.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-26CEA129C763","WHITEPAPER.md","1448","21.2 Incremental Context Maintenance","Contexts with joins, aggregations, or non-monotonic filters require full re-evaluation.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-4E8FC896CCDE","WHITEPAPER.md","1448","21.2 Incremental Context Maintenance","Eligibility criteria: the context's defining query must use monotonic filters that can be decomposed into an existing set plus a delta set.","requirement","storage-lifecycle","architecture claim; maturity not stated locally","normative","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-3D6733377440","WHITEPAPER.md","1452","21.3 Streaming Context Updates","The micro-batch model processes buffered changes at configurable intervals (default: 1 second), maintaining bitmap and score array consistency through the same MVCC mechanism used for scheduled refreshes.","behavior-semantics","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","Whitepaper status defers streaming integration to v2; DECISIONS.md:431-439 also marks it deferred.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-4633954A88FF","WHITEPAPER.md","1452","21.3 Streaming Context Updates","ContextQL v1 includes an embedded micro-batch processor for near-real-time context updates.","design-claim","process-intelligence","v1 target or contract","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","Whitepaper status defers streaming integration to v2; DECISIONS.md:431-439 also marks it deferred.","high","Direct declarative extraction from the whitepaper."
"CQL-WP-7ADB781864CA","WHITEPAPER.md","1452","21.3 Streaming Context Updates","External streaming connectors (Kafka, Flink) are deferred to v2.","maturity-status","storage-lifecycle","v2 target or discussion","descriptive assertion","implementation artifact plus executable acceptance test or release record","","Whitepaper status defers streaming integration to v2; DECISIONS.md:431-439 also marks it deferred.","high","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-197FD62AECA8","WHITEPAPER.md","1458","22. Federated Context Providers","ContextQL supports two distinct federated protocols with separate syntax and semantics:","language-surface","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-A2C2F803C19D","WHITEPAPER.md","1462","22. Federated Context Providers","Role 'Context Provider': Syntax = MCP(provider); Returns = (ENTITY_ID, SCORE?); Used In = WHERE CONTEXT IN (...).","language-surface","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-25DBFBFB8F44","WHITEPAPER.md","1463","22. Federated Context Providers","Role 'Data Source': Syntax = REMOTE(provider.resource); Returns = Relational table; Used In = FROM clause.","language-surface","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-05C376C41821","WHITEPAPER.md","1465","22. Federated Context Providers","This separation preserves the context algebra as a pure entity-set operation.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-55061891543F","WHITEPAPER.md","1510","22.1 MCP Protocol","The wire format is JSON over HTTPS:","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-6ACBF58571F0","WHITEPAPER.md","1510","22.1 MCP Protocol","MCP providers return entity membership sets with optional scores.","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-4F1FFA98459A","WHITEPAPER.md","1524","22.1 MCP Protocol","Entity type mismatches between the provider and the query produce a strict error (E302).","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-AACB567F371B","WHITEPAPER.md","1524","22.1 MCP Protocol","No implicit coercion is applied.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-403D4D714EBB","WHITEPAPER.md","1526","22.1 MCP Protocol","Circuit breaker: MCP providers integrate with a circuit breaker that tracks consecutive failures.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-96AA7DE61B3B","WHITEPAPER.md","1526","22.1 MCP Protocol","The timeout behavior is configurable with three modes: warn (default, treat as empty context with warning W050), error (abort query), or empty (silent empty context).","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-DB54D2548414","WHITEPAPER.md","1526","22.1 MCP Protocol","Per-query fan-out is limited to 10 MCP providers (configurable via contextql.max_mcp_providers_per_query).","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-94896AB2AA25","WHITEPAPER.md","1563","22.2 REMOTE Protocol","REMOTE providers return relational data accessible in the FROM clause:","language-surface","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-055019C38EFD","WHITEPAPER.md","1572","22.2 REMOTE Protocol","REMOTE providers support predicate pushdown: the engine pushes compatible filters to the provider to minimize data transfer.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-78D39202424F","WHITEPAPER.md","1572","22.2 REMOTE Protocol","Schema changes require provider re-registration.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-A927C5672BB7","WHITEPAPER.md","1572","22.2 REMOTE Protocol","Schema negotiation occurs at registration time.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-098739712FE6","WHITEPAPER.md","1576","22.3 Federated Event Sources","Event logs can reference REMOTE providers:","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md; SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-CE830C7BB110","WHITEPAPER.md","1632","23.1 Three Identity Levels","Suitable for single-database deployments.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-CEBB0C23E46D","WHITEPAPER.md","1632","23.1 Three Identity Levels","Simple mode (default): Uses Levels 1 and 2 only.","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-1606EBA5D920","WHITEPAPER.md","1634","23.1 Three Identity Levels","Supports many-to-many mappings between system keys.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-1D4C0E5DE382","WHITEPAPER.md","1634","23.1 Three Identity Levels","Composite identity keys use serialized key bytes.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-50E5B8D026EB","WHITEPAPER.md","1634","23.1 Three Identity Levels","Federated mode (opt-in via SET contextql.identity_mode = 'federated'): Enables all three levels with the entity_identity_map for confidence-scored identity resolution.","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-6D4BDCC228BE","WHITEPAPER.md","1638","23.2 Identity Resolution","The identity map is owned and maintained by Context Ops.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-A0B1DA4A2593","WHITEPAPER.md","1640","23.2 Identity Resolution","Explicit mapping insertion via privileged DDL.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-0353427E8477","WHITEPAPER.md","1641","23.2 Identity Resolution","Confidence scores for probabilistic matches.","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-672B8E3A5533","WHITEPAPER.md","1642","23.2 Identity Resolution","Many-to-many relationships between system keys.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-55A19CEAB30F","WHITEPAPER.md","1644","23.2 Identity Resolution","Cross-tenant identity resolution is not supported in v1.","design-claim","security-governance","v1 target or contract","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-7DFBECA420F3","WHITEPAPER.md","1644","23.2 Identity Resolution","Temporal identity mapping (where identities change over time) is deferred to v2.","maturity-status","federation-identity","v2 target or discussion","descriptive assertion","implementation artifact plus executable acceptance test or release record","SPEC.md:250-257,327-334; DECISIONS.md:147-154,1332-1344,1396-1403","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-20F43B0B686F","WHITEPAPER.md","1654","24.1 Assets Under Protection","Asset 'Context definitions': Sensitivity = Business logic IP.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-5C6AECF43B3F","WHITEPAPER.md","1655","24.1 Assets Under Protection","Asset 'Context membership sets': Sensitivity = Operational intelligence.","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-E79A37296EBE","WHITEPAPER.md","1656","24.1 Assets Under Protection","Asset 'Context scores': Sensitivity = Risk/priority rankings.","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-B954075D4827","WHITEPAPER.md","1657","24.1 Assets Under Protection","Asset 'Entity identity map': Sensitivity = Cross-system linkage.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-6124F867A8FF","WHITEPAPER.md","1658","24.1 Assets Under Protection","Asset 'Event log data': Sensitivity = Process data, potentially PII.","design-claim","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-93C5C0234C64","WHITEPAPER.md","1659","24.1 Assets Under Protection","Asset 'Federation credentials': Sensitivity = System access tokens.","design-claim","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-63CC1C3AFD13","WHITEPAPER.md","1660","24.1 Assets Under Protection","Asset 'Audit logs': Sensitivity = Compliance evidence.","design-claim","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-4512FEFF052B","WHITEPAPER.md","1661","24.1 Assets Under Protection","Asset 'Adapter SQL (EXPLAIN VERBOSE)': Sensitivity = Infrastructure exposure.","design-claim","execution-optimization","architecture claim; maturity not stated locally","descriptive assertion","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-0A933D5BB764","WHITEPAPER.md","1665","24.2 Key Attack Scenarios","Membership inference: Tracking context cardinality over time to infer business patterns.","behavior-semantics","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-186EEBDBB401","WHITEPAPER.md","1665","24.2 Key Attack Scenarios","Mitigated by RLS-filtered member counts in DESCRIBE CONTEXT output.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-7F2BB3005F21","WHITEPAPER.md","1667","24.2 Key Attack Scenarios","Definition exfiltration: Using DESCRIBE CONTEXT to extract business logic.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-C817962EA7DA","WHITEPAPER.md","1667","24.2 Key Attack Scenarios","Mitigated by privilege separation between QUERY CONTEXT and VIEW DEFINITION.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-1DC327E63F60","WHITEPAPER.md","1669","24.2 Key Attack Scenarios","Score inflation via malicious MCP provider: Compromised providers returning inflated scores.","behavior-semantics","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-2139E80A31CD","WHITEPAPER.md","1669","24.2 Key Attack Scenarios","Mitigated by provider trust tiers and score validation.","architecture","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-7E5F6C270C58","WHITEPAPER.md","1671","24.2 Key Attack Scenarios","Cascade destruction: Malicious DROP CONTEXT CASCADE destroying dependent contexts.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-822B02D1DF58","WHITEPAPER.md","1671","24.2 Key Attack Scenarios","Mitigated by requiring DROP privilege on every context in the transitive closure.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-15FB03DC25CC","WHITEPAPER.md","1673","24.2 Key Attack Scenarios","Mitigated by bind parameter execution (never string interpolation) and type enforcement at the ANALYZE stage.","requirement","execution-optimization","architecture claim; maturity not stated locally","normative","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-68B7292396DA","WHITEPAPER.md","1673","24.2 Key Attack Scenarios","Parameter injection: SQL injection through parameterized context values.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-E33FE601D155","WHITEPAPER.md","1675","24.2 Key Attack Scenarios","EXPLAIN VERBOSE leakage: Adapter SQL revealing schema details.","design-claim","execution-optimization","architecture claim; maturity not stated locally","descriptive assertion","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-ECDCFF1F5774","WHITEPAPER.md","1675","24.2 Key Attack Scenarios","Mitigated by requiring VIEW DEFINITION privilege for EXPLAIN VERBOSE.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
